cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Mg,sulfite,Magnesium sulfite,MgSO3,MgSO3,anhydrous,,solid,,104.3742,,-1008.3,-923.8,,87.9,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,sulfate,Magnesium sulfate,MgSO4,MgSO4,anhydrous,,solid,,120.3736,,-1284.9,-1170.6,,91.6,96.48,801.504648859883,1124.0,1397.15,,,,,,,2.66,,,,,,,,,,,,,101.325,NBS Tables,,,A,7487-88-9,,24083.0,Colorless crystalline solid; Orthorhombic crystals; Opaque powder,,"710; SOL IN 2 PARTS H2O AT 20 °C /TRIHYDRATE/; In ether, 1.16 g/100 ml at 18 °C; insoluble in acetone; soluble in alcohol and glycerin; Soluble in glycerol; In water, 360 g/l @ 20 °C; Solubility in water, 20 g/100 ml at 0 °C, 73.8 g/100 ml at 100 °C.; Solubility in water, g/100ml at 20Â °C: 30 (good)","FOLLOWING DATE OF MFR, MGSO4 INJECTIONS HAVE EXPIRATION DATE OF 18 MO TO 5 YR, DEPENDING ON MFR & PACKAGING /HEPTAHYDRATE/; ON EXPOSURE TO DRY AIR AT ORDINARY TEMP IT LOSES ABOUT 1 H2O; AT 70-80 °C LOSES ABOUT 4H2O; AT 100 °C LOSES 5H2O; AT 120 °C LOSES 6 H2O, RAPIDLY REABSORBING WATER WHEN EXPOSED TO MOIST AIR; LOSES THE LAST MOL OF WATER AT ABOUT 250 °C /HEPTAHYDRATE/",,1124.0,,,,,
Mg,nitride,Magnesium nitride,Mg3N2,Mg3N2,anhydrous,,solid,,100.9494,,-460.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,pyrophosphate,Magnesium pyrophosphate,Mg2P2O7,Mg2P2O7,anhydrous,,solid,α,222.5674,,,,27.058,154.89,177.95,799.5330852586677,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,phosphate,Magnesium phosphate,Mg3(PO4)2,Mg3(PO4)2,anhydrous,,solid,,262.8788,-3752.96,-3780.7,-3538.7,32.74,189.2,213.47,812.0472248047388,,,,,,,,,2.93,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-87-1,,,,,,,,,,,,,
Mg,carbide,,MgC2,MgC2,anhydrous,,solid,,48.3344,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,carbide,,Mg2C3,Mg2C3,anhydrous,,solid,,84.6576,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,carbonate,magnesite,MgCO3,MgCO3,anhydrous,,solid,,84.3214,,-1095.8,-1012.1,,65.7,75.52,895.620803259908,350.0,623.15,2024.0,2297.15,350.0,,,,3.037,,,,,,,,,,,,,101.325,NBS Tables,,,A,546-93-0,,11029.0,"Light, bulky, white powder",,"0.01 % (NIOSH, 2024); 0.1g/L; Practically insoluble both in water or ethanol; White, friable masses or bulky, white powder; at about 700 °C is converted to MgO; sol in  about 3,300 parts CO2-free water; more sol in water containing CO2; sol in dilute acids with  effervescence; insol in alcohol /Magnesium carbonate hydroxide/; 0.0106 G/100 CC COLD WATER; SOL IN ACID, AQ CARBON DIOXIDE; INSOL IN ACETONE, AMMONIA; Insoluble in alcohol; soluble in acids; Solubility in water, g/100ml at 20Â °C: 0.01 (very poor); 0.01%",STABLE IN AIR,,350.0,2024.0,,,,
Mg,oxide,oxalate,MgC2O4,MgC2O4,anhydrous,,solid,,112.332,,-1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,chloride,,MgCl2·62H5OH,MgCl2·62H5OH,anhydrous,,solid,,371.6368,,-2548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,nitride,cyanamide,MgCN2,MgCN2,anhydrous,,solid,,64.3366,,-252.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,clinoenstatite,MgSiO3,MgSiO3,anhydrous,,solid,,100.3962,-1539.875,-1549.0,-1462.09,12.113,67.74,81.38,810.5884485667784,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,forsterite,Mg2SiO4,Mg2SiO4,anhydrous,,solid,,140.7076,-2160.7,-2174.0,-2055.1,17.276,95.14,118.49,842.1009241860424,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,carbide,talc,MgSi4O10(OH)2,MgSi4O10(OH)2,anhydrous,,solid,,379.2888,-5880.9,-5922.5,-5542.7,46.86,260.7,321.7,848.1663576672973,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,boride,Magnesium diboride,MgB2,MgB2,anhydrous,,solid,,45.934,,,,6.799,35.94,48.49,1055.6450559498412,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,boride,,MgB4,MgB4,anhydrous,,solid,,67.556,,,,9.498,52.34,70.21,1039.2859257504886,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,boride,,MgB12,MgB12,anhydrous,,solid,,154.044,-220.9,-222.0,-218.0,18.79,89.5,151.5,983.4852379839524,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,spinel,MgO·Al2O3,MgO·Al2O3,anhydrous,,solid,,142.2726,-2283.84,-2299.9,-2175.2,15.41,80.63,116.19,816.6716570864664,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,cordierite,Mg2Al4Si5O18,Mg2Al4Si5O18,anhydrous,,solid,,584.9692,,-9161.7,-8651.4,,407.1,452.3,773.2031019752835,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,nitride,,MgZn,MgZn,anhydrous,,solid,,89.682,,-16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,nitride,,MgZn2,MgZn2,anhydrous,,solid,,155.052,,-32.6,,,,74.1,477.90418698243167,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,nitride,,Mg2Zn11,Mg2Zn11,anhydrous,,solid,,767.694,,-126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,,MgFe2O4,MgFe2O4,anhydrous,,solid,,200.0036,,-1428.4,-1317.1,,123.8,143.72,718.5870654328222,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,,MgCrO4,MgCrO4,anhydrous,,solid,,140.3056,,-1343.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,,MgCr2O4,MgCr2O4,anhydrous,,solid,,192.3016,,-1783.6,-1668.9,,106.02,126.78,659.276885891745,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,metatitanate,MgTiO3,MgTiO3,anhydrous,,solid,,120.2102,-1563.52,-1572.8,-1484.4,13.556,74.56,91.88,764.327819103537,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,,MgTi2O5,MgTi2O5,anhydrous,,solid,,200.109,-2496.01,-2509.6,-2366.8,22.711,127.28,147.07,734.949452548361,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,orthotitanate,Mg2TiO4,Mg2TiO4,anhydrous,,solid,,160.5216,-2151.91,-2165.2,-2046.7,18.836,109.33,128.66,801.512070649682,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,Calcium oxide,CaO,CaO,anhydrous,,solid,,56.0794,,-635.09,-604.03,,39.75,42.8,763.2036006091363,2613.0,2886.15,2850.0,3123.15,,80.0,,,3.34,,,,,,,,,,,,,101.325,NBS Tables,,,A,1305-78-8,,,,,,,,,,,,,
Ca,oxide,,CaO2,CaO2,anhydrous,,solid,,72.0788,,-652.7,,,,,,580.0,853.15,2024.0,2297.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1305-62-0,,6093208.0,"Crystals or soft granules or powder; Soft, hexagonal crystals; Rhombic, trigonal, colorless crystals; Soft, white crystalline powder; White powder [Note: Readily absorbs CO2 from the air to form calcium carbonate]",,"0.2 % at 32 °F (NIOSH, 2024); Slightly soluble in water. Insoluble in ethanol. Soluble in glycerol; Solubility in water is decreased by the presence of fixed alkali hydroxides.; In water, 1730 mg/L at 20 °C; In water, 0.160 g/100 g water at 20 °C; Very slightly soluble in boiling water. Insoluble in alcohol.; Soluble in acid; Soluble in glycerol, sugar or ammonium chloride solution; soluble in acids with evolution of much heat; Solubility in water: none; (32 °F): 0.2%",Readily absorbs carbon dioxide from air forming calcium carbonate.,,580.0,2024.0,,,,
Ca,fluoride,Calcium fluoride,CaF2,CaF2,anhydrous,,solid,,78.0768,,-1219.6,-1167.3,,68.87,67.03,858.5136685929751,1418.0,1691.15,2533.0,2806.15,,30.0,,,3.18,,,,,,,,,,,,,101.325,NBS Tables,,,A,7789-75-5,,,,,,,,,,,,,
Ca,chloride,Calcium chloride,CaCl2,CaCl2,anhydrous,,solid,,110.986,,-795.8,-748.1,,104.6,72.59,654.0464563098049,772.0,1045.15,1935.0,2208.15,,28.5,,,2.15,,,,,,,,,,,,,101.325,NBS Tables,,,A,10043-52-4,,,,,,,,,,,,,
Ca,chloride,,Ca(OCl)Cl,Ca(OCl)Cl,anhydrous,,solid,,126.9854,,-746.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,chloride,,CaCl2·2CaO,CaCl2·2CaO,anhydrous,,solid,,223.1448,,-2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,chloride,,CaCl2·3CaO,CaCl2·3CaO,anhydrous,,solid,,279.2242,,-2736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,sulfide,Calcium sulfide,CaS,CaS,anhydrous,,solid,,72.144,,-482.4,-477.4,,56.5,47.4,657.0192947438456,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,sulfite,Calcium sulfite,CaSO3,CaSO3,anhydrous,,solid,,120.1422,,,,,101.38,91.71,763.3454356587443,,,,,600.0,,,,2.66,,,,,,,,,,,,,101.325,NBS Tables,,,A,10257-55-3,,,,,,,,,,,,,
Ca,sulfate,Calcium sulfate,CaSO4,CaSO4,anhydrous,,solid,"insoluble, anhydrite",136.1416,,-1434.11,-1321.79,,106.7,99.66,732.0319432120674,1460.0,1733.15,2024.0,2297.15,,,,,2.96,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-18-9,,24497.0,"NATURAL ANHYDRITE CRYSTALS ARE COLORLESS, RHOMBIC OR MONOCLINIC; NATURAL ANHYDRITE CRYSTALS ARE ORTHORHOMBIC, COLOR VARIES (WHITE WITH BLUE, GRAY OR REDDISH TINGE, OR BRICK RED); INSOL ANHYDRITE HAS SAME CRYSTAL STRUCTURE AS MINERAL ANHYDRITE; SOL ANHYDRITE IS OBTAINED IN GRANULAR OR POWDER FORM; For more Color/Form (Complete) data for CALCIUM SULFATE (7 total), please visit the HSDB record page.",,"0.3 % (NIOSH, 2024); Slightly soluble in water, insoluble in ethanol; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; PURE ANHYDROUS SLIGHTLY SOL IN WATER; 0.209 G/100 CC & 0.1619 G/100 CC WATER AT 30 & 100 °C; SOL IN AMMONIUM SALTS, SODIUM THIOSULFATE & GLYCERINE; Solubility in water, g/100ml at 20Â °C: 0.2 (very good); 0.3%",,,1560.0,2024.0,,,,
Ca,sulfate,Calcium sulfate,CaSO4,CaSO4,anhydrous,,solid,"soluble, α",136.1416,,-1425.24,-1313.42,,108.4,100.21,736.0718545984474,1460.0,1733.15,2024.0,2297.15,,,,,2.96,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-18-9,,24497.0,"NATURAL ANHYDRITE CRYSTALS ARE COLORLESS, RHOMBIC OR MONOCLINIC; NATURAL ANHYDRITE CRYSTALS ARE ORTHORHOMBIC, COLOR VARIES (WHITE WITH BLUE, GRAY OR REDDISH TINGE, OR BRICK RED); INSOL ANHYDRITE HAS SAME CRYSTAL STRUCTURE AS MINERAL ANHYDRITE; SOL ANHYDRITE IS OBTAINED IN GRANULAR OR POWDER FORM; For more Color/Form (Complete) data for CALCIUM SULFATE (7 total), please visit the HSDB record page.",,"0.3 % (NIOSH, 2024); Slightly soluble in water, insoluble in ethanol; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; PURE ANHYDROUS SLIGHTLY SOL IN WATER; 0.209 G/100 CC & 0.1619 G/100 CC WATER AT 30 & 100 °C; SOL IN AMMONIUM SALTS, SODIUM THIOSULFATE & GLYCERINE; Solubility in water, g/100ml at 20Â °C: 0.2 (very good); 0.3%",,,1560.0,2024.0,,,,
Ca,sulfate,Calcium sulfate,CaSO4,CaSO4,anhydrous,,solid,"soluble, β",136.1416,,-1420.8,-1308.98,,108.4,99.04,727.4778612856027,1460.0,1733.15,2024.0,2297.15,,,,,2.96,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-18-9,,24497.0,"NATURAL ANHYDRITE CRYSTALS ARE COLORLESS, RHOMBIC OR MONOCLINIC; NATURAL ANHYDRITE CRYSTALS ARE ORTHORHOMBIC, COLOR VARIES (WHITE WITH BLUE, GRAY OR REDDISH TINGE, OR BRICK RED); INSOL ANHYDRITE HAS SAME CRYSTAL STRUCTURE AS MINERAL ANHYDRITE; SOL ANHYDRITE IS OBTAINED IN GRANULAR OR POWDER FORM; For more Color/Form (Complete) data for CALCIUM SULFATE (7 total), please visit the HSDB record page.",,"0.3 % (NIOSH, 2024); Slightly soluble in water, insoluble in ethanol; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; For more Solubility (Complete) data for CALCIUM SULFATE (6 total), please visit the HSDB record page.; PURE ANHYDROUS SLIGHTLY SOL IN WATER; 0.209 G/100 CC & 0.1619 G/100 CC WATER AT 30 & 100 °C; SOL IN AMMONIUM SALTS, SODIUM THIOSULFATE & GLYCERINE; Solubility in water, g/100ml at 20Â °C: 0.2 (very good); 0.3%",,,1560.0,2024.0,,,,
Ca,nitride,Calcium nitride,Ca3N2,Ca3N2,anhydrous,,solid,,148.2534,,-431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,175687737.0,,,,,,,,,,,
Ca,metaphosphate,Calcium metaphosphate,Ca(PO3)2,Ca(PO3)2,anhydrous,,solid,β,198.024,,,,23.912,146.65,145.1,732.7394659233224,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,pyrophosphate,Calcium pyrophosphate,Ca2P2O7,Ca2P2O7,anhydrous,,solid,β,254.1034,-3317.41,-3338.8,-3132.0,31.087,189.24,187.82,739.1479216728309,1353.0,1626.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7790-76-3,,24632.0,Polymorphous crystals or powder; White powder,,Insoluble in water. Soluble in dilute hydrochloric and nitric acids; Sol in dil hydrochloric and nitric acids; practically insol in water; Dilute acid; insoluble in water,,,1353.0,,,,,
Ca,phosphate,Calcium phosphate,Ca3(PO4)2,Ca3(PO4)2,anhydrous,,solid,"β, low temp. form",310.1828,,-4120.8,-3884.7,,236.0,227.82,734.4701253583371,1670.0,1943.15,,,,,,,3.14,,,,,,,,,,,,,101.325,NBS Tables,,,A,7758-87-4,,24456.0,"White amorphous powder; White, crystalline powder; Two crystalline modifications are known, the high temperature alpha- and the low-temperature beta-form, transition temperature 110 °C.; Rhombohedral crystals /Whitlockite/",,"7.7g/L; Practically insoluble in water; insoluble in ethanol, soluble in dilute hydrochloric and nitric acid; Practically insol in alcohol and acetic acid; sol in dilute hydrochloric acid, nitric acid; Solubility in cold water: 2 mg/100 cc; 2.5 mg/100 g water at 25 °C","STABLE IN AIR /TRIBASIC CALCIUM PHOSPHATE, NATIONAL FORMULARY/",,1670.0,,,,,
Ca,phosphate,Calcium phosphate,Ca3(PO4)2,Ca3(PO4)2,anhydrous,,solid,"α, high temp. form",310.1828,,-4109.9,-3875.5,,240.91,231.58,746.5920096149755,1670.0,1943.15,,,,,,,3.14,,,,,,,,,,,,,101.325,NBS Tables,,,A,7758-87-4,,24456.0,"White amorphous powder; White, crystalline powder; Two crystalline modifications are known, the high temperature alpha- and the low-temperature beta-form, transition temperature 110 °C.; Rhombohedral crystals /Whitlockite/",,"7.7g/L; Practically insoluble in water; insoluble in ethanol, soluble in dilute hydrochloric and nitric acid; Practically insol in alcohol and acetic acid; sol in dilute hydrochloric acid, nitric acid; Solubility in cold water: 2 mg/100 cc; 2.5 mg/100 g water at 25 °C","STABLE IN AIR /TRIBASIC CALCIUM PHOSPHATE, NATIONAL FORMULARY/",,1670.0,,,,,
Ca,phosphate,,CaHPO4,CaHPO4,anhydrous,,solid,,136.0594,-1800.371,-1814.39,-1681.18,18.64,111.38,110.04,808.7644073103365,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-93-9,,24441.0,Triclinic crystals; White crystalline powder,,"Sparingly soluble in water. Insoluble in ethanol; Solubility: cold water 0.0316 g/100 cc @ 38 °C; hot water 0.075 g/100 cc @ 100 °C /Calcium hydrogen phosphate dihydrate/; Practically insol in water, alc; Sol in dil hydrochloric, nitric & acetic acids",STABLE IN AIR,,,,,,,
Ca,phosphate,hypophosphite,Ca(H2PO2)2,Ca(H2PO2)2,anhydrous,,solid,,170.0572,,-1752.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,phosphate,,Ca(H2PO4)2,Ca(H2PO4)2,anhydrous,,solid,,234.0548,,-3104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7758-23-8,,24454.0,"SHINING TRICLINIC PLATES, CRYSTALLINE POWDER OR GRANULES; COLORLESS, PEARLY SCALES OR POWDER",,Solubility: Cold water 1.8 g/100 cc @ 30 °C; decomposes in hot water. /Calcium phosphate monobasic monohydrate/; SOL IN DIL HYDROCHLORIC ACID; MODERATELY SOL IN WATER; SOL IN NITRIC ACID OR ACETIC ACID,,,,,,,,
Ca,phosphate,hydroxyapatite,Ca10(PO4)6(OH)2,Ca10(PO4)6(OH)2,anhydrous,,solid,,1004.6432,-13394.7,-13477.0,-12677.0,128.49,780.7,769.9,766.3417221158716,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,phosphate,fluorapatite,Ca10(PO4)6F2,Ca10(PO4)6F2,anhydrous,,solid,,1008.6252,-13669.1,-13744.0,-12983.0,126.94,775.7,751.9,745.4701706838179,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,carbide,Calcium carbide,CaC2,CaC2,anhydrous,,solid,,64.1024,-63.35,-59.8,-64.9,11.343,69.96,62.72,978.4345047923322,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,carbonate,calcite,CaCO3,CaCO3,anhydrous,,solid,,100.0894,,-1206.92,-1128.79,,92.9,81.88,818.0686466299129,-1374.44,-1101.29,2024.0,2297.15,825.0,,,,2.71,,,,,,,,,,,,,101.325,NBS Tables,,,A,471-34-1,,10112.0,White hexagonal crystals or powder (Calcite); white orthrombic crystals or powder (Argonite); colorless hexagonal crystals (vaterite),,"0.001 % (NIOSH, 2024); Practically insoluble in water and in alcohol. Dissolves with effervescence in diluted acetic acid, in diluted hydrochloric acid and in diluted nitric acid, and the resulting solutions, after boiling, give positive tests for calcium.; Solubility Product constant: 3.36X10-9 at 25 °C; ALKALI HYDROXIDE REDUCES ITS SOLUBILITY; INSOL IN ALCOHOL; SOLUBILITY IN H2O INCR BY AMMONIUM SALT & BY CO2; Practically insoluble in water; soluble in dilute acids; For more Solubility (Complete) data for CALCIUM CARBONATE (6 total), please visit the HSDB record page.; Solubility in water, mg/l at 25Â °C: 14 (very poor); 0.001%",Indefinite shelflife.; STABLE IN AIR,,-1374.44,2024.0,,,,
Ca,carbonate,aragonite,CaCO3,CaCO3,anhydrous,,solid,,100.0894,,-1207.13,-1127.75,,88.7,81.25,811.7742737992236,-1374.44,-1101.29,2024.0,2297.15,825.0,,,,2.71,,,,,,,,,,,,,101.325,NBS Tables,,,A,471-34-1,,10112.0,White hexagonal crystals or powder (Calcite); white orthrombic crystals or powder (Argonite); colorless hexagonal crystals (vaterite),,"0.001 % (NIOSH, 2024); Practically insoluble in water and in alcohol. Dissolves with effervescence in diluted acetic acid, in diluted hydrochloric acid and in diluted nitric acid, and the resulting solutions, after boiling, give positive tests for calcium.; Solubility Product constant: 3.36X10-9 at 25 °C; ALKALI HYDROXIDE REDUCES ITS SOLUBILITY; INSOL IN ALCOHOL; SOLUBILITY IN H2O INCR BY AMMONIUM SALT & BY CO2; Practically insoluble in water; soluble in dilute acids; For more Solubility (Complete) data for CALCIUM CARBONATE (6 total), please visit the HSDB record page.; Solubility in water, mg/l at 25Â °C: 14 (very poor); 0.001%",Indefinite shelflife.; STABLE IN AIR,,-1374.44,2024.0,,,,
Ca,oxide,oxalate,CaC2O4,CaC2O4,anhydrous,,solid,,128.1,,-1360.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,nitride,cyanamide,CaCN2,CaCN2,anhydrous,,solid,,80.1046,,-350.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,17292-62-5,,4293993.0,,,,,,,,,,,
Ca,oxide,wollastonite,CaO·SiO2,CaO·SiO2,anhydrous,,solid,,116.1642,,-1634.94,-1549.66,,81.92,85.27,734.047150499035,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,pseudowollastonite,CaO·SiO2,CaO·SiO2,anhydrous,,solid,,116.1642,,-1628.4,-1544.7,,87.36,86.48,744.4634405436443,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,borate,,CaO·B2O3,CaO·B2O3,anhydrous,,solid,,125.6996,,-2030.96,-1924.03,,104.85,103.97,827.1307148153217,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,borate,,CaO·2B2O3,CaO·2B2O3,anhydrous,,solid,,195.3198,,-3360.25,-3167.01,,134.7,157.95,808.6737750089852,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·Al2O3,CaO·Al2O3,anhydrous,,solid,,158.0406,-2313.21,-2326.3,-2208.7,19.117,114.22,120.79,764.297275510217,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·2Al2O3,CaO·2Al2O3,anhydrous,,solid,,260.0018,-4001.91,-4025.8,-3818.6,30.485,177.82,200.83,772.4177294157195,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·Al2O3·SiO2,CaO·Al2O3·SiO2,anhydrous,,solid,"monoclinic, clinopyroxene",218.1254,,-3298.2,-3122.0,,141.4,165.7,759.6547673952688,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·Al2O3·2SiO2,CaO·Al2O3·2SiO2,anhydrous,,solid,"anorthite, triclinic",278.2102,-4205.25,-4227.9,-4002.3,33.334,199.28,211.42,759.9290033219487,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·Al2O3·2SiO2,CaO·Al2O3·2SiO2,anhydrous,,solid,"anorthite, hexagonal",278.2102,,-4209.5,-3988.5,,214.6,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,heulandite,CaO·Al2O3·6SiO2,CaO·Al2O3·6SiO2,anhydrous,,solid,,518.5494,,-7979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaO·Fe2O3,CaO·Fe2O3,anhydrous,,solid,,215.7716,-1513.717,-1520.34,-1412.75,25.422,145.35,153.59,711.8174959077098,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaFeSiO4,CaFeSiO4,anhydrous,,solid,,188.0106,,-1908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,perovskite,CaO·TiO2,CaO·TiO2,anhydrous,,solid,,135.9782,,-1660.6,-1575.2,,93.64,97.65,718.1298178678642,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
