cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Ca,oxide,sphene,CaTiSiO5,CaTiSiO5,anhydrous,,solid,,196.063,,-2603.3,-2461.8,,129.2,138.95,708.7007747509729,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,,CaZrO3,CaZrO3,anhydrous,,solid,,179.2982,,-1766.9,-1681.1,,100.08,99.91,557.2281261050026,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,carbonate,dolomite,CaCO3·MgCO3,CaCO3·MgCO3,anhydrous,,solid,,184.4108,-2313.46,-2326.3,-2163.4,25.983,155.18,157.53,854.234133792598,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,monticellite,CaO·MgO·SiO2,CaO·MgO·SiO2,anhydrous,,solid,,156.4756,,-2263.08,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ca,oxide,diopside,CaO·MgO·2SiO2,CaO·MgO·2SiO2,anhydrous,,solid,,216.5604,,-3206.2,-3032.0,,142.93,166.52,768.9309772239062,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,Strontium oxide,SrO,SrO,anhydrous,,solid,,103.6194,,-592.0,-561.9,,54.4,45.02,434.47462540798347,2531.0,2804.15,,,,81.0,,,5.1,,,,,,,,,,,,,101.325,NBS Tables,,,A,1314-11-0,,,,,,,,,,,,,
Sr,oxide,,SrO2,SrO2,anhydrous,,solid,,119.6188,,-633.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,Sr2O,Sr2O,anhydrous,,solid,,191.2394,,-647.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,fluoride,Strontium fluoride,SrF2,SrF2,anhydrous,,solid,,125.6168,,-1216.3,-1164.8,13.075,82.13,70.0,557.2503040994517,1477.0,1750.15,2489.0,2762.15,,29.0,,,4.277,,,,,,,,,,,,,101.325,NBS Tables,,,A,7783-48-4,,,,,,,,,,,,,
Sr,chloride,Strontium chloride,SrCl2,SrCl2,anhydrous,,solid,α,158.526,,-828.9,-781.1,16.234,114.85,75.6,476.8933802656977,874.0,1147.15,1250.0,1523.15,,16.2,,,3.052,,,,,,,,,,,,,101.325,NBS Tables,,,A,10476-85-4,,,,,,,,,,,,,
Sr,chloride,,SrFCl,SrFCl,anhydrous,,solid,,142.0714,,-1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,sulfide,,SrS,SrS,anhydrous,,solid,,119.684,,-472.4,-467.8,,68.2,48.7,406.9048494368504,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,sulfite,,SrSO3,SrSO3,anhydrous,,solid,,167.6822,,-1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,sulfate,Strontium sulfate,SrSO4,SrSO4,anhydrous,,solid,,183.6816,,-1453.1,-1340.9,,117.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,sulfate,Strontium sulfate,SrSO4,SrSO4,anhydrous,,solid,precipitated,183.6816,,-1449.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrI2·2SO2,SrI2·2SO2,anhydrous,,solid,,469.5544,,-1244.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrI2·4SO2,SrI2·4SO2,anhydrous,,solid,,597.68,,-1928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,nitride,,Sr3N2,Sr3N2,anhydrous,,solid,,290.8734,,-391.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,phosphate,,Sr3(PO4)2,Sr3(PO4)2,anhydrous,,solid,,452.8028,,-412.29,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,phosphate,,SrHPO4,SrHPO4,anhydrous,,solid,,183.5994,,-1821.7,-1688.6,,121.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,phosphate,,Sr(H2PO4)2,Sr(H2PO4)2,anhydrous,,solid,,281.5948,,-3134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,carbide,,SrC2,SrC2,anhydrous,,solid,,111.6424,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,carbonate,strontianite,SrCO3,SrCO3,anhydrous,,solid,,147.6294,,-1220.1,-1140.1,,97.1,81.42,551.5161614150028,1494.0,1767.15,,,1340.0,,,,3.5,,,,,,,,,,,,,101.325,NBS Tables,,,A,1633-05-2,,15407.0,WHITE POWDER; Colorless or white rhombic crystalline solid transforming to hexagonal above 926 °C; White orthorhombic crystals; White crystalline powder,,"11 MG/L OF WATER AT 18 °C; 650 MG/L OF WATER AT 100 °C; Sol in ammonium salts; Sol in dilute acids; SOL IN 100,000 PARTS WATER; IN ABOUT 1000 PARTS WATER SATURATED WITH CARBON DIOXIDE.; Soluble in acids, carbonated water, and solutions of ammonium salts; Solubility in water, g/100ml at 18Â °C: 0.011 (very poor)",,,1494.0,,,,,
Sr,oxide,oxalate,SrC2O4,SrC2O4,anhydrous,,solid,,175.64,,-1370.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,nitride,cyanamide,SrCN2,SrCN2,anhydrous,,solid,,127.6446,,-303.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrSiO3,SrSiO3,anhydrous,,solid,,163.7042,,-1633.9,-1549.7,,96.7,88.53,540.792478140451,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,Sr2SiO4,Sr2SiO4,anhydrous,,solid,,267.3236,,-2304.5,-2191.1,,153.1,134.26,502.2377373340775,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrO·Al2O3,SrO·Al2O3,anhydrous,,solid,,205.5806,,-2324.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrTiO3,SrTiO3,anhydrous,,solid,,183.5182,,-1672.39,-1588.36,,108.8,98.37,536.0231301309625,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12060-59-2,,82899.0,,,,,,,,,,,
Sr,oxide,,Sr2TiO4,Sr2TiO4,anhydrous,,solid,,287.1376,,-2287.4,-2172.3,,159.0,143.68,500.3872707719226,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Sr,oxide,,SrZrO3,SrZrO3,anhydrous,,solid,,226.8382,,-1767.3,-1682.8,,115.1,103.39,455.7874291014477,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,Barium oxide,BaO,BaO,anhydrous,,solid,,153.3394,-552.29,-553.5,-525.1,9.979,70.42,47.78,311.5963672741643,1923.0,2196.15,2000.0,2273.15,,46.0,,,5.72,,,,,,,,,,,,,101.325,NBS Tables,,,A,1304-28-5,,,,,,,,,,,,,
Ba,oxide,,BaO2,BaO2,anhydrous,,solid,,169.3388,,-634.3,,,,66.9,395.0659860587178,408.0,681.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,17194-00-2,,6093286.0,White powder,,"4.91 g/100 g water at 25 °C; Insoluble in acetone; Water solubility in wt %: 1.65%, 0 °C; 3.74%, 20 °C; 7.60%, 40 °C; 17.32%, 60 °C; 50.35%, 80 °C",,,408.0,,,,,
Ba,oxide,,Ba2O,Ba2O,anhydrous,,solid,,290.6794,,-615.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,fluoride,Barium fluoride,BaF2,BaF2,anhydrous,,solid,,175.3368,-1205.79,-1207.1,-1156.8,14.443,96.36,71.21,406.1326544113956,1368.0,1641.15,2260.0,2533.15,,23.4,,,4.893,,,,,,,,,,,,,101.325,NBS Tables,,,A,7787-32-8,,,,,,,,,,,,,
Ba,chloride,,BaCl,BaCl,anhydrous,,solid,,172.793,,-460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,chloride,Barium chloride,BaCl2,BaCl2,anhydrous,,solid,,208.246,-859.18,-858.6,-810.4,16.707,123.68,75.14,360.8232571093802,963.0,1236.15,1560.0,1833.15,,15.9,,,3.856,,,,,,,,,,,,,101.325,NBS Tables,,,A,10361-37-2,,,,,,,,,,,,,
Ba,fluoride,,BaClF,BaClF,anhydrous,,solid,,191.7914,,-1064.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,sulfide,Barium sulfide,BaS,BaS,anhydrous,,solid,,169.404,,-460.0,-456.0,,78.2,49.37,291.43349625746737,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,sulfite,Barium sulfite,BaSO3,BaSO3,anhydrous,,solid,,217.4022,,-1179.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,sulfate,Barium sulfate,BaSO4,BaSO4,anhydrous,,solid,,233.4016,,-1473.2,-1362.2,,132.2,101.75,435.94388384655457,1580.0,1853.15,1600.0,1873.15,,40.0,,,4.5,,,,,,,,,,,,,101.325,NBS Tables,,,A,7727-43-7,,24414.0,"Fine, heavy powder or polymorphous crystals; White, orthorhombic crystals; White or yellowish powder; Opaque powder",,"0.0002 % at 64 °F (NIOSH, 2024); Very slightly soluble in cold water; SOLUBILITY IN WATER INCREASES CONSIDERABLY IN PRESENCE OF CHLORIDE & OTHER ANIONS; 0.00031 g/100 g water at 20 °C; insol in ethanol; Soluble in hot concentrated sulfuric acid; practically insoluble in dilute acids and alcohol; Practically insoluble in organic solvents; very slightly soluble in alkalis and in solution of many salts; Solubility in water: none; (64 °F): 0.0002%",,,1580.0,1600.0,,,,
Ba,sulfate,Barium sulfate,BaSO4,BaSO4,anhydrous,,solid,precipitated,233.4016,,-1466.5,,,,,,1580.0,1853.15,1600.0,1873.15,,40.0,,,4.5,,,,,,,,,,,,,101.325,NBS Tables,,,A,7727-43-7,,24414.0,"Fine, heavy powder or polymorphous crystals; White, orthorhombic crystals; White or yellowish powder; Opaque powder",,"0.0002 % at 64 °F (NIOSH, 2024); Very slightly soluble in cold water; SOLUBILITY IN WATER INCREASES CONSIDERABLY IN PRESENCE OF CHLORIDE & OTHER ANIONS; 0.00031 g/100 g water at 20 °C; insol in ethanol; Soluble in hot concentrated sulfuric acid; practically insoluble in dilute acids and alcohol; Practically insoluble in organic solvents; very slightly soluble in alkalis and in solution of many salts; Solubility in water: none; (64 °F): 0.0002%",,,1580.0,1600.0,,,,
Ba,oxide,,BaS2O3,BaS2O3,anhydrous,,solid,,249.4662,,,,,,170.3,682.6576105300037,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,sulfate,,BaSO4·H2SO4,BaSO4·H2SO4,anhydrous,,solid,,331.4792,,-2295.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaI2·2SO2,BaI2·2SO2,anhydrous,,solid,,519.2744,,-1290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaI2·4SO2,BaI2·4SO2,anhydrous,,solid,,647.4,,-1967.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,nitride,,BaN2,BaN2,anhydrous,,solid,,165.3534,,-172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,nitride,,Ba2N,Ba2N,anhydrous,,solid,,288.6867,,-217.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,nitride,,Ba3N2,Ba3N2,anhydrous,,solid,,440.0334,,-363.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,175687781.0,,,,,,,,,,,
Ba,chloride,,Ba2NCl,Ba2NCl,anhydrous,,solid,,324.1397,,-616.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,phosphate,colloidal,Ba3(PO4)2,Ba3(PO4)2,anhydrous,,solid,,601.9628,,-4092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,phosphate,,BaHPO4,BaHPO4,anhydrous,,solid,,233.3194,,-1814.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,phosphate,hypophosphite,Ba(H2PO2)2,Ba(H2PO2)2,anhydrous,,solid,,267.3172,,-1762.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,phosphate,,Ba(H2PO4)2,Ba(H2PO4)2,anhydrous,,solid,,331.3148,,-3125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,carbide,,BaC2,BaC2,anhydrous,,solid,,161.3624,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,carbonate,witherite,BaCO3,BaCO3,anhydrous,,solid,,197.3494,,-1216.3,-1137.6,,112.1,85.35,432.4816797010784,1300.0,1573.15,,,811.0,,,,4.286,,,,,,,,,,,,,101.325,NBS Tables,,,A,513-77-9,,10563.0,"White, heavy powder",,"In water, 0.0014 g/100 g at 20 °C; Slightly soluble (1:1000) in carbon dioxide-water; soluble in dilute hydrochloric acid, nitric acid or acetic acid; soluble in ammonium chloride or ammonium nitrate solutions; Insoluble in sulfuric acid; Insoluble in ethanol; Solubility in water, g/100ml at 20Â °C: 0.002 (very poor)",Thermally stable,,1300.0,,,,,
Ba,oxide,oxalate,BaC2O4,BaC2O4,anhydrous,,solid,,225.36,,-1368.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,sulfide,trithiocarbonate,BaCS3,BaCS3,anhydrous,,solid,,245.5432,,-531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,nitride,cyanamide,BaCN2,BaCN2,anhydrous,,solid,,177.3646,,-266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaO·SiO2,BaO·SiO2,anhydrous,,solid,,213.4242,,-1623.6,-1540.21,,109.6,90.0,421.6953841223254,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaO·2SiO2,BaO·2SiO2,anhydrous,,solid,,273.509,,-2548.1,-2410.7,,153.1,134.1,490.2946520955434,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,fluoride,,BaSiF6,BaSiF6,anhydrous,,solid,,279.4164,,-2952.2,-2794.0,,163.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaO·Al2O3,BaO·Al2O3,anhydrous,,solid,,255.3006,,-2326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,chloride,,BaCl2·Al2Cl6,BaCl2·Al2Cl6,anhydrous,,solid,,474.927,,-2289.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,manganate,BaMnO4,BaMnO4,anhydrous,,solid,,256.2756,,,-1119.2,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaCrO4,BaCrO4,anhydrous,,solid,,253.3336,,-1446.0,-1345.22,,158.6,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,92026178.0,,,,,,,,,,,
Ba,oxide,,BaTiO3,BaTiO3,anhydrous,,solid,,233.2382,,-1659.8,-1572.3,,107.9,102.47,439.3362665292392,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,Ba2TiO4,Ba2TiO4,anhydrous,,solid,,386.5776,,-2243.0,-2132.9,,196.6,152.63,394.8237042187648,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaZrO3,BaZrO3,anhydrous,,solid,,276.5582,,-1779.5,-1694.5,,124.7,101.71,367.7706898584096,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,carbonate,alstonite,BaCa(CO3)2,BaCa(CO3)2,anhydrous,,solid,,297.4388,,,-2272.7,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,carbonate,barytocalcite,BaCa(CO3)2,BaCa(CO3)2,anhydrous,,solid,,297.4388,,,-2271.8,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ba,oxide,,BaSrTiO4,BaSrTiO4,anhydrous,,solid,,336.8576,,-2276.1,-2167.7,,191.6,146.23,434.1003438841813,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,Lithium oxide,Li2O,Li2O,anhydrous,,solid,,29.8814,-591.588,-597.94,-561.18,7.247,37.57,54.1,1810.4908069903013,1438.0,1711.15,,,,35.7,,,2.013,,,,,,,,,,,,,101.325,NBS Tables,,,A,12057-24-8,,166630.0,,,,,,,,,,,
Li,oxide,,Li2O2,Li2O2,anhydrous,,solid,,45.8808,,-634.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,6327156.0,,,,,,,,,,,
Li,fluoride,Lithium fluoride,LiF,LiF,anhydrous,,solid,,25.9394,-613.613,-615.97,-587.71,6.473,35.65,41.59,1603.3524291232643,848.0,1121.15,1673.0,1946.15,,27.1,,,2.635,,,,,,,,,,,,,101.325,NBS Tables,,,A,7789-24-4,,,,,,,,,,,,,
Li,fluoride,,LiHF2,LiHF2,anhydrous,,solid,,45.9458,-935.79,-942.32,-874.87,11.824,71.1,70.17,1527.234262979424,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,chloride,Lithium chloride,LiCl,LiCl,anhydrous,,solid,,42.394,-408.701,-408.61,-384.37,9.305,59.33,47.99,1131.9998112940511,605.0,878.15,1382.0,1655.15,,19.9,145.0,,2.068,,,,,,,,,,,,,101.325,NBS Tables,,,A,7447-41-8,,,,,,,,,,,,,
Li,oxide,,LiClO3,LiClO3,anhydrous,,solid,,90.3922,,-369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiClO4,LiClO4,anhydrous,,solid,,106.3916,,-381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7791-03-9,,23665649.0,,,,,,,,,,,
Li,oxide,,LiBrO3,LiBrO3,anhydrous,,solid,,134.8482,,-346.98,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiIO3,LiIO3,anhydrous,,solid,,181.8436,,-503.38,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,sulfide,,Li2S,Li2S,anhydrous,,solid,,45.946,,-441.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,sulfide,,Li2S2,Li2S2,anhydrous,,solid,,78.01,,-438.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,sulfite,Lithium sulfite,Li2SO3,Li2SO3,anhydrous,,solid,,93.9442,,-1177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,sulfate,,Li2SO4,Li2SO4,anhydrous,,solid,,109.9436,-1424.221,-1436.49,-1321.7,18.627,115.1,117.57,1069.366475174544,859.0,1132.15,,,,9.0,,,2.221,,,,,,,,,,,,,101.325,NBS Tables,,,A,10377-48-7,,66320.0,,,,,,,,,,,
Li,sulfide,,LiHS,LiHS,anhydrous,,solid,,40.013,,-251.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiI·SO2,LiI·SO2,anhydrous,,solid,,197.9082,,-607.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,LiI·2SO2,LiI·2SO2,anhydrous,,solid,,261.971,,-944.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,nitride,,LiN3,LiN3,anhydrous,,solid,,48.9611,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,nitride,Lithium nitride,Li3N,Li3N,anhydrous,,solid,,34.8297,-158.013,-164.4,-128.4,11.213,62.59,75.27,2161.086658799817,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,26134-62-3,,520242.0,,,,,,,,,,,
Li,oxide,Lithium nitrite,LiNO2,LiNO2,anhydrous,,solid,,52.9465,,-372.4,-302.0,,96.0,,,222.0,495.15,,,,,,,1.615,,,,,,,,,,,,,101.325,NBS Tables,,,A,13568-33-7,,,,,,,,,,,,,
Li,oxide,Lithium nitrate,LiNO3,LiNO3,anhydrous,,solid,,68.9459,,-483.13,-381.1,,90.0,,,255.0,528.15,,,,26.7,,,2.38,,,,,,,,,,,,,101.325,NBS Tables,,,A,7790-69-4,,,,,,,,,,,,,
Li,oxide,,LiClO4·2N2H4,LiClO4·2N2H4,anhydrous,,solid,,170.4824,,-368.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,metaphosphate,,LiPO3,LiPO3,anhydrous,,solid,,85.913,,-1255.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,phosphate,,Li3PO4,Li3PO4,anhydrous,,solid,,115.7944,,-2095.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10377-52-3,,165867.0,,,,,,,,,,,
Li,pyrophosphate,,Li4P2O7,Li4P2O7,anhydrous,,solid,,201.7074,,-3356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,phosphate,,LiH2PO4,LiH2PO4,anhydrous,,solid,,103.9284,,-1573.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,carbide,,Li2C2,Li2C2,anhydrous,,solid,,37.9044,,-59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,carbonate,Lithium carbonate,Li2CO3,Li2CO3,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,73.8914,-1207.72,-1215.9,-1132.06,15.175,90.37,99.12,1341.4280958271193,723.0,996.15,1300.0,1573.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,554-13-2,,11125.0,"White, light, alkaline powder; White monoclinic crystals",,"100mM; Solubility in water (wt%): 1.52 at 0 °C; 1.31 at 20 °C; 1.16 at 40 °C; 1.00 at 60 °C; 0.84 at 80 °C; 0.71 at 100 °C; Insoluble in alcohol; soluble in dilute acid; Insoluble in acetone, ammonia; Solubility in water, g/100ml: 1.3 (poor)",,,723.0,1300.0,,,,
Li,oxide,,Li2SiO3,Li2SiO3,anhydrous,,solid,,89.9662,-1637.03,-1648.1,-1557.2,14.447,79.83,99.08,1101.302489157039,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,oxide,,Li2Si2O5,Li2Si2O5,anhydrous,,solid,,150.051,-2544.08,-2559.8,-2414.5,21.702,122.17,144.72,964.4720794929724,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,fluoride,,Li2SiF6,Li2SiF6,anhydrous,,solid,,155.9584,,-2947.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,borate,,LiBO2,LiBO2,anhydrous,,solid,,49.7508,-1026.63,-1032.2,-976.1,8.97,51.5,59.8,1201.990721757238,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Li,borate,,Li2B4O7,Li2B4O7,anhydrous,,solid,,169.1218,,-3390.3,,,,,,917.0,1190.15,,,,,,,2.44,,,,,,,,,,,,,101.325,NBS Tables,,,A,12007-60-2,,,,,,,,,,,,,
Li,borate,,Li2B6O10,Li2B6O10,anhydrous,,solid,,238.742,,-4680.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
